Date,Commodity,District,Rainfall_Index_mm,Mandi_Arrival_Tonnes,Modal_Price
2024-11-29,Paddy,Rajouri,3.14,40.89,2228.68
2025-11-08,Maize,Kathua,2.12,29.34,2038.59
2023-06-26,Paddy,Poonch,11.86,130.28,1983.19
2024-01-31,Apple,Jammu,2.47,80.01,7398.96
2024-03-20,Paddy,Rajouri,9.05,104.49,2019.12
2023-03-17,Mustard,Poonch,3.07,43.47,5661.31
2023-09-22,Wheat,Udhampur,10.85,116.13,2122.78
2024-03-30,Wheat,Rajouri,16.87,116.4,2128.93
2024-12-18,Apple,Poonch,15.05,53.76,7446.31
2025-01-04,Mustard,Poonch,14.31,67.5,5626.87
2025-04-30,Maize,Jammu,2.08,39.36,2030.52
2023-05-24,Mustard,Jammu,0.93,146.72,5404.02
2025-06-03,Wheat,Udhampur,12.0,100.38,2237.77
2025-12-28,Wheat,Poonch,4.59,140.84,2039.9
2026-01-27,Mustard,Poonch,5.66,52.47,5591.01
2024-01-31,Mustard,Jammu,0.32,119.46,5501.19
2025-11-14,Wheat,Rajouri,3.01,117.22,2035.39
2025-08-05,Maize,Rajouri,0.34,106.83,1952.45
2025-06-09,Apple,Kathua,21.14,145.19,7302.38
2026-03-20,Apple,Jammu,2.79,65.1,7448.3
2026-03-13,Mustard,Kathua,8.15,28.3,5590.31
2024-07-22,Apple,Jammu,0.4,104.04,7376.39
2025-11-28,Wheat,Udhampur,10.99,112.1,2191.78
2023-04-19,Wheat,Poonch,3.9,90.51,2190.48
2025-12-01,Mustard,Udhampur,22.82,38.95,5675.91
2025-07-23,Mustard,Jammu,21.9,80.62,5588.74
2024-02-02,Mustard,Poonch,3.93,53.71,5556.07
2024-09-25,Maize,Rajouri,23.12,69.85,2125.41
2026-03-02,Apple,Rajouri,55.62,100.33,7496.01
2026-04-01,Mustard,Kathua,17.45,114.33,5487.68
2025-01-02,Paddy,Jammu,18.64,42.51,2208.82
2023-08-23,Paddy,Jammu,2.86,66.75,2056.2
2024-10-19,Wheat,Rajouri,8.6,47.68,2188.25
2025-01-20,Apple,Udhampur,0.7,37.81,7380.56
2024-08-10,Mustard,Poonch,1.0,119.67,5451.96
2025-10-29,Paddy,Udhampur,68.06,137.3,2191.12
2026-01-02,Apple,Udhampur,3.95,61.83,7430.83
2025-08-11,Wheat,Rajouri,13.79,115.18,2189.17
2024-05-06,Maize,Rajouri,16.43,135.58,1962.92
2025-07-01,Apple,Rajouri,19.52,128.46,7361.18
2026-04-12,Apple,Kathua,60.44,35.59,7631.1
2026-04-06,Maize,Udhampur,2.76,143.88,1905.97
2023-06-19,Apple,Jammu,0.41,62.73,7464.48
2025-08-03,Wheat,Poonch,5.3,57.49,2211.41
2025-03-05,Wheat,Kathua,1.39,18.74,2230.23
2024-09-25,Maize,Jammu,0.23,78.06,1928.97
2023-01-29,Mustard,Udhampur,4.47,25.26,5561.38
2026-04-03,Paddy,Rajouri,15.31,44.8,2194.77
2023-12-05,Mustard,Udhampur,8.35,54.37,5621.17
2024-05-14,Apple,Poonch,3.75,123.24,7353.12
2024-05-25,Paddy,Kathua,10.62,132.57,2012.34
2023-08-05,Maize,Kathua,2.64,52.35,2083.24
2026-03-01,Maize,Poonch,0.14,130.22,1873.33
2025-12-29,Paddy,Jammu,14.45,130.01,2077.21
2024-03-20,Wheat,Jammu,9.77,117.05,2128.95
2025-05-25,Paddy,Kathua,14.37,30.54,2155.8
2023-06-16,Apple,Kathua,0.4,106.65,7367.97
2023-04-01,Wheat,Rajouri,18.15,142.3,2138.06
2024-12-14,Maize,Jammu,9.66,105.56,1978.64
2023-02-08,Paddy,Poonch,8.29,56.43,2128.54
2026-02-23,Mustard,Jammu,9.8,80.08,5559.53
2023-06-22,Mustard,Rajouri,19.98,100.4,5670.81
2024-10-14,Apple,Kathua,8.84,81.48,7459.36
2025-01-23,Mustard,Kathua,8.7,26.79,5670.18
2025-12-17,Paddy,Rajouri,46.76,53.69,2257.13
2024-04-20,Paddy,Poonch,14.14,122.34,2090.06
2024-03-31,Mustard,Kathua,5.84,130.6,5496.1
2025-04-08,Paddy,Udhampur,12.29,29.22,2179.68
2025-06-13,Apple,Kathua,4.93,143.33,7287.12
2025-10-21,Wheat,Udhampur,2.6,56.04,2195.62
2024-01-22,Apple,Rajouri,9.08,102.72,7232.31
2023-12-14,Apple,Rajouri,26.34,115.26,7420.88
2023-07-09,Paddy,Kathua,26.47,123.67,2060.22
2024-05-19,Wheat,Jammu,4.18,142.4,2146.45
2025-04-03,Paddy,Udhampur,7.5,53.81,2127.16
2025-07-17,Maize,Poonch,2.38,130.19,1848.83
2025-07-22,Paddy,Kathua,54.33,28.44,2311.95
2026-02-14,Paddy,Poonch,39.7,108.71,2099.9
2023-05-14,Paddy,Kathua,10.48,113.88,2067.02
2023-02-27,Wheat,Jammu,16.32,104.88,2183.0
2024-11-15,Paddy,Jammu,12.56,45.32,2198.31
2024-11-02,Wheat,Jammu,8.99,132.23,2069.83
2023-06-22,Mustard,Jammu,0.55,33.64,5602.83
2025-03-25,Maize,Rajouri,6.07,17.51,2021.73
2026-03-18,Wheat,Rajouri,11.23,110.45,2176.83
2023-03-21,Mustard,Udhampur,11.32,76.57,5594.72
2025-06-04,Wheat,Poonch,4.67,128.87,2118.95
2023-07-22,Wheat,Kathua,28.42,63.68,2270.5
2025-02-02,Maize,Kathua,1.83,33.56,2064.18
2023-02-16,Apple,Rajouri,6.94,127.1,7403.75
2026-03-12,Apple,Kathua,11.74,86.85,7394.46
2024-10-17,Wheat,Rajouri,11.94,36.49,2264.71
2024-04-15,Paddy,Udhampur,10.46,110.85,2001.32
2025-08-28,Mustard,Poonch,3.22,81.56,5498.89
2025-11-01,Paddy,Udhampur,1.7,94.6,2050.94
2025-01-05,Paddy,Jammu,10.1,74.53,2153.2
2025-02-22,Wheat,Jammu,9.15,126.02,2103.72
2025-08-25,Wheat,Jammu,1.98,126.14,2081.51
2023-12-24,Wheat,Udhampur,12.21,109.31,2131.8
2025-08-29,Wheat,Kathua,6.07,24.76,2233.22
2024-10-29,Apple,Poonch,11.02,127.44,7357.38
2024-01-08,Wheat,Jammu,18.16,103.94,2109.83
2025-10-28,Apple,Jammu,1.86,107.58,7402.22
2026-02-19,Apple,Jammu,0.19,60.82,7379.43
2024-11-06,Wheat,Poonch,15.1,133.1,2156.16
2023-03-31,Maize,Jammu,9.41,111.55,1895.64
2024-11-28,Mustard,Poonch,12.03,25.76,5679.95
2024-06-23,Paddy,Jammu,18.21,67.09,2170.87
2025-01-01,Apple,Udhampur,16.24,134.09,7368.12
2025-05-18,Mustard,Udhampur,32.42,16.61,5684.08
2023-02-10,Maize,Poonch,7.68,144.6,1908.91
2025-01-09,Paddy,Udhampur,6.7,105.08,1993.58
2024-05-16,Paddy,Poonch,5.14,98.39,2040.49
2025-08-16,Apple,Udhampur,1.67,47.88,7479.85
2026-03-14,Wheat,Udhampur,8.5,44.83,2270.81
2025-07-17,Maize,Poonch,3.24,141.89,1888.22
2024-04-05,Apple,Kathua,25.42,51.76,7459.84
2025-01-01,Maize,Udhampur,8.75,118.57,1969.2
2025-01-21,Wheat,Jammu,8.99,65.04,2207.08
2025-07-13,Wheat,Kathua,4.38,29.5,2140.35
2025-06-27,Apple,Poonch,0.53,11.5,7519.66
2024-01-25,Wheat,Kathua,0.32,86.2,2145.63
2025-06-01,Mustard,Rajouri,5.5,146.61,5501.8
2023-09-13,Paddy,Rajouri,0.88,61.68,2044.01
2024-12-09,Apple,Udhampur,9.34,60.01,7296.92
2024-03-25,Maize,Udhampur,21.28,58.17,2083.4
2023-01-10,Mustard,Jammu,21.45,82.88,5607.44
2025-04-03,Apple,Kathua,10.76,71.69,7350.82
2025-03-08,Wheat,Rajouri,2.37,133.19,2038.77
2025-05-26,Wheat,Udhampur,19.88,80.77,2341.45
2025-10-25,Wheat,Kathua,21.72,81.09,2209.12
2026-02-16,Wheat,Udhampur,2.19,29.37,2270.85
2025-10-12,Maize,Udhampur,13.37,147.58,1882.13
2024-01-09,Mustard,Rajouri,3.38,45.0,5499.25
2025-12-24,Paddy,Rajouri,16.23,20.27,2196.87
2023-05-26,Maize,Udhampur,58.92,102.84,2112.33
2023-08-12,Maize,Poonch,0.3,93.35,1932.94
2023-06-26,Paddy,Udhampur,22.77,68.12,2148.53
2025-05-02,Paddy,Udhampur,9.75,69.11,2122.43
2023-03-04,Wheat,Jammu,36.26,119.91,2204.41
2025-04-06,Maize,Jammu,6.26,37.4,1997.05
2025-03-05,Apple,Jammu,18.8,124.84,7394.78
2024-11-19,Paddy,Poonch,0.64,100.82,1946.1
2023-04-15,Paddy,Poonch,4.08,68.66,2000.8
2026-01-27,Mustard,Udhampur,0.69,74.12,5574.29
2024-05-25,Apple,Jammu,37.03,45.93,7572.42
2024-01-20,Apple,Poonch,16.98,115.3,7378.8
2024-02-09,Paddy,Rajouri,19.14,81.8,2058.75
2025-04-02,Wheat,Udhampur,27.8,54.92,2249.72
2024-06-01,Mustard,Kathua,0.89,93.45,5500.85
2024-04-20,Apple,Udhampur,4.87,149.4,7219.67
2024-12-09,Paddy,Kathua,0.74,70.94,2045.7
2025-02-09,Apple,Jammu,2.37,138.9,7328.59
2025-11-12,Mustard,Kathua,2.61,58.3,5635.13
2025-09-23,Mustard,Jammu,6.33,17.66,5624.89
2024-11-07,Maize,Rajouri,3.13,38.59,2076.17
2024-12-14,Paddy,Kathua,1.06,68.62,1997.33
2023-03-24,Mustard,Udhampur,1.83,40.75,5624.41
2026-03-14,Maize,Jammu,1.59,10.03,2043.87
2026-01-13,Maize,Udhampur,36.15,138.1,2012.36
2026-01-06,Apple,Poonch,14.24,128.14,7342.21
2024-04-01,Apple,Jammu,34.35,113.92,7498.46
2023-01-01,Maize,Kathua,5.79,33.49,2018.94
2023-02-20,Apple,Jammu,3.26,26.85,7498.4
2024-11-15,Mustard,Udhampur,16.01,19.46,5659.46
2024-12-17,Wheat,Rajouri,3.95,111.36,2113.48
2024-03-24,Mustard,Jammu,3.56,140.03,5443.07
2025-05-30,Maize,Kathua,2.65,70.28,1955.0
2024-05-02,Maize,Poonch,1.39,26.68,2053.79
2023-02-03,Mustard,Rajouri,2.96,81.73,5534.06
2023-04-05,Apple,Poonch,4.39,58.84,7436.64
2025-12-31,Apple,Jammu,11.21,62.48,7445.95
2023-06-03,Maize,Udhampur,0.65,96.99,1982.5
2023-09-07,Paddy,Udhampur,2.36,110.62,2066.18
2024-11-04,Apple,Kathua,16.56,25.48,7467.49
2024-03-13,Mustard,Udhampur,1.59,14.98,5671.71
2023-04-28,Apple,Rajouri,4.2,149.21,7236.24
2025-02-09,Mustard,Udhampur,20.0,42.58,5676.58
2023-09-25,Maize,Kathua,1.68,17.54,2096.95
2025-12-13,Apple,Jammu,0.86,36.58,7361.87
2023-08-24,Mustard,Jammu,6.63,15.45,5652.23
2024-01-24,Maize,Udhampur,3.6,64.85,1983.16
2025-09-16,Paddy,Poonch,8.29,122.34,1991.87
2025-02-01,Mustard,Jammu,16.29,57.77,5676.26
2024-02-05,Paddy,Udhampur,1.48,72.19,2050.04
2024-09-15,Paddy,Kathua,8.69,104.58,2017.65
2025-02-05,Wheat,Udhampur,7.04,81.25,2179.06
2025-07-07,Apple,Jammu,1.56,130.6,7339.94
2025-05-02,Mustard,Kathua,9.78,131.24,5478.06
2024-07-31,Paddy,Udhampur,3.2,11.39,2228.64
2023-03-16,Wheat,Rajouri,6.69,118.93,2141.91
2024-03-10,Maize,Kathua,0.86,74.5,1882.98
2023-04-13,Mustard,Rajouri,6.15,148.44,5423.19
2025-02-02,Paddy,Poonch,3.66,77.65,2052.95
2025-01-07,Apple,Kathua,17.28,148.17,7354.61
2025-03-16,Wheat,Rajouri,0.59,115.64,1985.31
2023-04-08,Paddy,Jammu,5.42,44.8,2247.85
2025-03-08,Apple,Jammu,6.13,85.38,7415.44
2025-05-08,Paddy,Poonch,12.91,148.9,2007.66
2024-03-10,Mustard,Kathua,8.54,130.05,5535.42
2024-03-22,Mustard,Kathua,11.0,23.63,5755.22
2023-09-06,Mustard,Kathua,15.01,108.89,5573.88
2023-06-15,Wheat,Poonch,19.82,58.38,2293.55
2025-09-10,Mustard,Kathua,3.77,10.98,5651.48
2025-10-16,Apple,Jammu,7.72,66.49,7418.6
2024-06-25,Paddy,Rajouri,18.33,42.87,2155.94
2025-01-28,Maize,Jammu,45.52,124.64,2011.53
2026-02-03,Apple,Jammu,22.03,57.23,7453.74
2023-03-22,Apple,Rajouri,4.64,125.85,7265.3
2023-05-13,Mustard,Jammu,2.17,10.08,5638.41
2025-03-07,Wheat,Poonch,6.72,53.09,2141.06
2025-06-18,Paddy,Rajouri,13.53,43.76,2169.25
2023-05-18,Wheat,Jammu,6.78,42.7,2231.01
2023-07-03,Paddy,Udhampur,6.6,19.55,2181.41
2025-02-23,Paddy,Jammu,18.22,36.2,2163.51
2025-09-10,Wheat,Poonch,4.48,87.78,2296.12
2023-03-10,Apple,Kathua,19.65,50.79,7547.9
2024-06-29,Paddy,Jammu,5.22,68.44,2041.04
2023-02-22,Wheat,Kathua,3.98,62.76,2204.08
2023-07-24,Paddy,Udhampur,6.05,132.63,1976.05
2023-05-06,Maize,Jammu,14.37,136.74,1885.22
2023-02-12,Apple,Rajouri,1.35,79.01,7325.5
2023-04-21,Mustard,Kathua,2.19,56.22,5592.13
2025-01-30,Paddy,Udhampur,30.25,24.95,2211.71
2025-04-27,Maize,Rajouri,1.93,143.48,1924.51
2023-04-05,Mustard,Rajouri,8.39,18.43,5693.92
2025-06-18,Mustard,Rajouri,8.66,51.67,5662.03
2023-12-26,Paddy,Rajouri,6.73,51.73,2088.58
2025-06-18,Wheat,Jammu,10.35,54.86,2247.22
2023-10-08,Paddy,Jammu,2.61,33.0,2170.31
2024-10-28,Maize,Jammu,8.04,119.64,1914.93
2023-04-03,Mustard,Udhampur,4.65,27.15,5589.43
2024-11-02,Paddy,Udhampur,10.84,98.89,2141.78
2023-03-02,Wheat,Udhampur,1.52,27.34,2249.09
2024-09-25,Paddy,Poonch,8.46,19.87,2208.89
2025-12-10,Apple,Udhampur,2.05,137.32,7263.59
2025-10-25,Wheat,Jammu,3.27,36.62,2175.67
2024-08-26,Maize,Jammu,2.47,124.98,1884.81
2024-11-12,Mustard,Poonch,2.02,86.25,5521.51
2024-06-17,Paddy,Poonch,17.47,20.9,2159.66
2025-04-17,Wheat,Udhampur,3.36,143.76,2069.67
2024-10-06,Apple,Kathua,26.19,44.57,7440.97
2023-08-21,Wheat,Poonch,35.04,130.35,2141.2
2024-06-07,Apple,Rajouri,8.47,33.63,7506.85
2023-12-12,Maize,Jammu,1.54,129.55,1927.77
2025-12-05,Mustard,Rajouri,4.69,11.85,5629.6
2024-06-29,Maize,Jammu,15.98,81.65,1972.86
2026-01-06,Paddy,Jammu,4.58,117.72,1974.84
2026-01-01,Wheat,Poonch,0.91,140.87,2049.81
2025-03-04,Apple,Poonch,8.14,137.29,7349.12
2023-09-06,Apple,Rajouri,18.65,124.75,7414.33
2023-02-16,Wheat,Jammu,15.89,134.35,2101.98
2026-02-18,Wheat,Rajouri,1.93,37.89,2172.43
2023-08-02,Paddy,Kathua,11.17,49.79,2156.11
2023-08-27,Maize,Rajouri,2.49,50.46,1985.22
2025-12-15,Apple,Udhampur,2.46,62.79,7390.37
2023-12-16,Paddy,Rajouri,20.72,65.06,2211.35
2023-04-17,Maize,Udhampur,2.87,86.24,2007.04
2025-04-10,Paddy,Udhampur,3.06,32.38,2151.33
2023-02-17,Apple,Udhampur,0.01,106.77,7282.64
2023-12-03,Wheat,Kathua,20.45,33.46,2299.76
2025-11-15,Wheat,Rajouri,15.73,53.44,2293.0
2025-03-14,Maize,Rajouri,9.87,80.47,1983.98
2023-01-08,Mustard,Kathua,13.87,121.5,5572.93
2024-09-16,Maize,Jammu,1.65,113.53,1983.16
2024-12-19,Mustard,Poonch,6.13,100.37,5593.93
2023-10-30,Paddy,Rajouri,4.33,31.81,2162.88
2024-09-30,Paddy,Poonch,0.98,86.59,2082.68
2023-02-25,Apple,Kathua,6.66,22.24,7551.59
2024-12-26,Mustard,Jammu,25.35,62.83,5657.01
2024-06-09,Apple,Jammu,0.41,67.89,7376.92
2024-04-18,Wheat,Jammu,3.45,15.57,2242.5
2023-01-28,Mustard,Kathua,2.33,48.36,5595.65
2023-03-19,Maize,Udhampur,2.72,143.79,1824.94
2023-12-31,Wheat,Udhampur,23.91,143.51,2129.8
2024-10-27,Wheat,Poonch,6.31,59.33,2255.54
2024-06-09,Maize,Udhampur,6.28,16.03,1987.44
2024-11-29,Wheat,Udhampur,14.3,35.07,2337.21
2025-06-01,Mustard,Jammu,1.68,64.91,5608.52
2025-10-27,Apple,Jammu,6.68,142.69,7286.65
2025-10-23,Wheat,Poonch,5.62,29.77,2272.78
2025-07-07,Mustard,Rajouri,9.09,116.89,5503.89
2025-01-19,Paddy,Poonch,77.24,25.22,2447.69
2023-12-29,Mustard,Poonch,14.67,147.38,5520.09
2025-03-16,Apple,Kathua,5.07,63.43,7358.08
2025-01-08,Mustard,Kathua,17.58,118.53,5554.89
2025-11-04,Maize,Poonch,1.87,57.96,1999.79
2024-04-29,Apple,Poonch,0.31,97.87,7357.91
2023-01-28,Paddy,Poonch,2.29,36.88,2102.24
2024-12-14,Maize,Udhampur,4.16,30.44,2136.32
2025-11-28,Mustard,Kathua,7.15,141.33,5507.69
2023-03-27,Apple,Poonch,9.55,138.47,7289.57
2023-05-06,Paddy,Jammu,24.15,134.25,1998.85
2025-03-22,Maize,Jammu,7.13,97.56,1949.12
2024-06-20,Paddy,Udhampur,6.96,123.16,2040.08
2023-05-25,Mustard,Udhampur,0.52,19.67,5632.97
2023-01-25,Paddy,Rajouri,0.36,56.87,2155.24
2023-03-08,Wheat,Rajouri,8.01,53.92,2255.3
2023-08-21,Maize,Rajouri,5.77,98.99,2003.61
2023-04-19,Paddy,Udhampur,18.27,59.83,2166.43
2026-03-15,Mustard,Udhampur,1.75,30.79,5546.9
2023-04-21,Mustard,Udhampur,0.25,93.51,5501.73
2023-08-16,Paddy,Jammu,5.96,124.01,2063.76
2023-04-21,Mustard,Udhampur,2.71,63.5,5561.1
2023-02-03,Apple,Jammu,0.51,28.52,7481.49
2024-09-14,Apple,Rajouri,12.9,37.54,7470.63
2025-01-17,Apple,Rajouri,1.18,43.25,7392.56
2024-08-17,Wheat,Rajouri,9.37,51.99,2221.45
2024-02-29,Paddy,Poonch,3.3,99.99,2057.48
2024-09-04,Wheat,Poonch,1.91,94.13,2110.41
2024-11-22,Mustard,Kathua,4.78,107.45,5493.51
2023-11-11,Wheat,Kathua,16.17,60.75,2193.34
2025-05-26,Mustard,Kathua,4.98,125.36,5528.26
2024-10-23,Mustard,Poonch,13.89,38.57,5623.34
2023-10-04,Maize,Poonch,1.34,75.67,2046.16
2024-09-15,Apple,Kathua,14.82,122.13,7433.02
2024-05-30,Mustard,Kathua,2.7,35.22,5602.16
2025-04-22,Maize,Udhampur,11.31,25.38,2042.74
2023-12-16,Apple,Kathua,8.34,133.72,7232.24
2025-04-02,Mustard,Udhampur,26.47,58.01,5581.45
2026-03-06,Mustard,Jammu,4.9,105.74,5445.25
2025-01-28,Wheat,Poonch,0.68,13.55,2318.88
2025-06-17,Wheat,Kathua,0.19,106.61,2120.91
2023-08-31,Apple,Poonch,17.54,54.25,7492.29
2024-06-26,Mustard,Poonch,7.44,17.8,5547.19
2025-11-29,Paddy,Poonch,14.93,95.37,2033.81
2023-08-17,Wheat,Jammu,2.67,43.71,2257.9
2024-07-01,Apple,Rajouri,4.23,64.15,7430.22
2025-07-08,Mustard,Kathua,0.31,21.28,5612.45
2023-01-06,Mustard,Rajouri,32.57,30.6,5733.74
2024-04-12,Paddy,Rajouri,11.02,51.72,2214.29
2023-03-16,Apple,Rajouri,27.06,22.57,7542.79
2023-01-04,Mustard,Poonch,3.09,137.52,5456.73
2024-10-07,Wheat,Udhampur,9.45,10.85,2297.63
2023-04-28,Paddy,Poonch,11.35,77.74,2210.35
2025-05-30,Apple,Poonch,3.82,27.25,7376.88
2024-05-18,Paddy,Rajouri,18.85,53.08,2194.45
2025-08-04,Wheat,Poonch,29.41,139.65,2154.47
2024-07-27,Apple,Rajouri,21.62,32.64,7545.73
2023-07-13,Paddy,Udhampur,13.43,145.22,1978.56
2025-04-26,Maize,Kathua,3.25,38.81,2039.98
2024-12-15,Wheat,Rajouri,3.31,113.82,2146.88
2025-11-15,Wheat,Udhampur,33.07,86.53,2391.11
2023-06-22,Wheat,Kathua,0.1,133.83,2110.94
2023-11-22,Maize,Jammu,12.59,87.56,1960.79
2026-02-15,Maize,Rajouri,12.25,84.84,1982.87
2025-04-15,Mustard,Rajouri,9.75,37.36,5604.76
2024-12-24,Paddy,Jammu,46.16,33.27,2200.0
2023-08-13,Mustard,Jammu,3.74,138.31,5439.65
2024-06-15,Paddy,Rajouri,4.15,55.9,2145.41
2023-04-23,Maize,Jammu,0.82,62.09,1942.15
2023-05-20,Maize,Poonch,5.85,116.38,1981.33
2024-07-12,Mustard,Kathua,3.03,57.44,5595.49
2023-01-01,Apple,Kathua,4.21,143.29,7265.5
2023-03-31,Mustard,Kathua,17.99,113.31,5531.23
2024-10-15,Paddy,Poonch,27.41,93.64,2202.18
2023-11-16,Mustard,Jammu,2.05,133.33,5489.57
2023-05-19,Wheat,Udhampur,4.66,16.94,2264.9
2025-04-24,Paddy,Jammu,26.4,45.99,2187.8
2023-09-16,Paddy,Rajouri,0.64,75.11,2075.83
2025-06-20,Apple,Kathua,0.97,41.78,7417.4
2024-11-20,Maize,Jammu,1.78,114.15,1829.76
2023-01-10,Paddy,Udhampur,9.04,138.69,2095.79
2023-09-18,Maize,Rajouri,1.63,69.33,1998.21
2023-06-21,Mustard,Poonch,34.44,57.9,5691.27
2025-06-16,Wheat,Poonch,5.92,144.62,2074.41
2023-01-13,Apple,Udhampur,6.96,72.28,7380.77
2026-04-06,Maize,Rajouri,2.83,78.47,1972.98
2023-11-17,Paddy,Kathua,6.37,59.23,2042.57
2023-11-25,Maize,Jammu,10.84,137.34,2021.15
2025-02-23,Paddy,Rajouri,13.91,89.65,2037.48
2025-02-15,Maize,Poonch,14.02,116.7,1913.38
2025-06-29,Paddy,Udhampur,8.62,123.65,2005.3
2026-01-23,Mustard,Udhampur,23.47,57.86,5696.28
2023-11-14,Paddy,Jammu,17.01,70.72,2132.0
2023-08-24,Paddy,Udhampur,14.15,128.79,1979.47
2023-11-30,Wheat,Udhampur,0.57,60.86,2241.98
2024-01-11,Paddy,Rajouri,0.07,121.15,2034.39
2026-03-06,Wheat,Kathua,2.39,141.74,2094.27
2024-08-10,Apple,Jammu,10.89,97.25,7421.18
2024-05-27,Wheat,Rajouri,5.3,113.83,2228.96
2025-07-06,Mustard,Kathua,5.15,122.71,5580.74
2025-05-22,Wheat,Rajouri,21.59,128.31,2120.72
2023-09-27,Apple,Rajouri,22.59,65.31,7547.4
2025-03-08,Mustard,Udhampur,23.99,17.18,5718.24
2024-12-25,Maize,Kathua,3.77,66.26,2025.13
2026-04-03,Maize,Jammu,11.75,104.33,1894.95
2023-01-05,Wheat,Jammu,3.17,73.05,2167.9
2025-04-30,Wheat,Kathua,2.11,114.85,2072.9
2023-03-19,Apple,Udhampur,2.04,59.98,7453.82
2024-07-27,Apple,Poonch,4.19,98.86,7413.32
2023-05-12,Paddy,Rajouri,5.62,36.1,2053.48
2024-08-23,Apple,Udhampur,17.78,114.91,7383.54
2025-12-01,Paddy,Kathua,1.28,86.4,2107.98
2023-03-30,Mustard,Rajouri,13.28,38.57,5626.24
2024-02-06,Wheat,Jammu,7.58,50.87,2255.76
2023-10-23,Mustard,Poonch,3.4,114.81,5504.47
2024-09-07,Apple,Jammu,6.79,77.56,7420.76
2025-03-10,Mustard,Kathua,3.57,40.24,5588.85
2024-02-26,Mustard,Rajouri,9.07,145.42,5406.15
2025-11-12,Mustard,Kathua,5.69,110.12,5452.56
2024-07-28,Apple,Rajouri,1.8,144.0,7321.68
2023-05-23,Mustard,Udhampur,1.24,69.79,5550.16
2025-09-19,Paddy,Poonch,7.91,76.51,2087.31
2024-10-26,Apple,Udhampur,23.27,135.71,7351.82
2023-05-25,Mustard,Udhampur,4.22,83.51,5524.51
2025-10-03,Apple,Kathua,13.21,109.02,7425.85
2024-05-17,Maize,Poonch,10.75,45.3,2041.36
2025-03-31,Paddy,Rajouri,26.82,72.54,2099.67
2023-04-14,Mustard,Rajouri,17.2,27.28,5697.58
2025-11-28,Maize,Jammu,8.36,38.84,2049.27
2023-07-17,Maize,Rajouri,10.7,10.13,2110.46
2024-08-01,Apple,Kathua,22.87,15.5,7622.28
2024-01-26,Maize,Udhampur,5.1,146.82,1885.16
2024-07-07,Paddy,Udhampur,3.96,43.93,2142.79
2025-11-04,Paddy,Udhampur,0.11,102.86,1976.01
2024-04-22,Wheat,Poonch,17.52,127.47,2129.97
2025-07-11,Paddy,Rajouri,16.14,87.09,2131.44
2024-02-24,Maize,Kathua,1.1,31.44,1976.37
2023-06-06,Paddy,Poonch,8.6,111.94,2051.65
2024-07-03,Apple,Jammu,6.24,94.04,7383.44
2026-01-25,Wheat,Kathua,1.26,112.38,2112.32
2025-10-17,Maize,Kathua,39.41,117.76,2086.14
2025-09-23,Wheat,Kathua,2.42,146.56,2077.95
2025-08-08,Maize,Udhampur,0.7,90.3,2023.3
2023-10-16,Apple,Kathua,9.03,57.83,7397.44
2023-07-15,Wheat,Rajouri,13.43,100.79,2172.91
2024-08-20,Mustard,Kathua,0.33,19.58,5625.49
2024-05-31,Maize,Udhampur,10.75,135.64,1872.82
2025-05-14,Mustard,Kathua,7.6,26.71,5677.29
2026-02-15,Wheat,Jammu,1.09,55.9,2299.25
2025-03-16,Mustard,Jammu,1.89,124.2,5468.98
2026-03-28,Mustard,Udhampur,8.39,93.62,5559.14
2025-03-25,Wheat,Rajouri,3.51,65.11,2192.37
2023-08-16,Apple,Rajouri,27.86,76.28,7442.62
2023-08-04,Mustard,Poonch,17.08,129.64,5428.26
2025-08-05,Mustard,Udhampur,41.08,57.6,5663.3
2023-01-15,Apple,Kathua,3.01,131.75,7249.37
2026-03-26,Mustard,Udhampur,34.97,22.34,5805.08
2026-03-26,Mustard,Poonch,5.64,118.75,5484.74
2023-02-16,Mustard,Udhampur,4.27,128.66,5455.11
2023-11-20,Paddy,Udhampur,0.52,35.45,2171.5
2025-04-23,Apple,Poonch,0.54,70.25,7345.87
2023-05-10,Mustard,Rajouri,11.78,33.17,5603.43
2023-04-05,Apple,Kathua,6.12,108.92,7359.27
2024-09-18,Maize,Poonch,2.57,84.95,2017.09
2025-01-24,Maize,Jammu,9.52,98.95,1994.61
2025-03-04,Mustard,Rajouri,2.92,37.51,5614.25
2023-03-10,Apple,Jammu,8.62,39.64,7471.64
2023-01-11,Apple,Rajouri,4.45,15.81,7508.54
2025-05-21,Apple,Kathua,17.35,55.09,7481.96
2024-07-03,Paddy,Kathua,17.19,88.36,2059.12
2026-03-03,Maize,Udhampur,6.49,130.11,1917.68
2024-12-12,Apple,Jammu,4.32,103.37,7310.45
2023-01-23,Apple,Rajouri,4.5,70.96,7411.61
2025-03-25,Paddy,Kathua,16.38,143.44,1998.63
2023-12-12,Paddy,Poonch,3.98,110.69,2143.97
2023-10-29,Apple,Kathua,2.35,140.22,7295.39
2023-12-29,Wheat,Poonch,0.88,83.86,2088.84
2024-01-31,Apple,Rajouri,6.29,46.25,7444.71
2023-08-06,Apple,Kathua,6.58,17.4,7518.33
2023-05-21,Paddy,Kathua,18.38,111.65,2149.64
2025-08-15,Paddy,Rajouri,2.5,26.98,2124.0
2025-09-11,Apple,Kathua,4.8,52.39,7365.57
